O que é ENGENHARIA DE RESERV ATÓRIOS I 3º ANO – 2º SEMESTRE 2025 - 2026 1 Docente?	Prof. Dr. Geraldo A. R. Ramos 1Geraldo Ramos, BSc, MSc, PhD
O que é (f) Qual?	o nível de água livre (FWL) se a profundidade do contacto óleo-água (OWC) para a rocha A foi encontrada a 5
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD (e) Qual tipo de rocha tem a zona de transição mais longa?	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD (e) Qual tipo de rocha tem a zona de transição mais longa? SOLUÇÃO Rocha C, uma vez que há uma rápida mudança na pressão capilar em função da saturação de água, indicando gargantas de poros heterogêneas. (f) Qual é o nível de água livre (FWL) se a profundidade do contacto óleo-água (OWC) para a rocha A foi encontrada a 5.000 ft de per lagem? SOLUÇÃO D owc = 5.000 ft; h=50 ft h é altura acima do nível de água livre, D owc produndidade do contacto óleo/água, FWL nível de água livre F W L = Dowc + h 5.000 + 50 = 5.050 f t (g) Qual é a profundidade do contacto água óleo (WOC) para as rochas B e C? SOLUÇÃO Dowc = F W L − h Rocha B : 5050 − 70 = 4980 f t Rocha C : 5050˘100 = 4950 f t (h) Suponha que um segundo poço seja perfurado próximo à estrutura e os mesmos tipos de rocha sejam identi cados como rochas (A, B e C). A partir do registo de per lagem, foi descoberto que o poço cruza o tipo de rocha B a uma profundidade de 4.000 ft com uma saturação de água de 35 %. SOLUÇÃO i. Qual é a profundidade do FWL nesta estrutura? 4.000 + 275 = 4.275 f t ii. Em que profundidade podemos esperar encontrar OWC em cada tipo de rocha emesta estru- tura? Rocha A : 4.275 − 50 = 4.225 f t Rocha B : 4.275 − 70 = 4.205 f t Rocha C : 4.275 − 100 = 4.175 f t 55
O que é (b) Qual?	a saturação de água irredutível? Porque? SOLUÇÃO A saturação de água irredutível é 0,16
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD 2.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD 2. A medição da pressão capilar numa rocha-reservatório no laboratório deu os seguintes resultados: Tabela 6.11: Dados de saturação e pressão capilar S w[ −] p c[bar] 0,16 2,4 0,16 1,0 0,20 0,75 0,35 0,5 0,85 0,25 0,96 0,1 1,00 0,05 Tabela 6.12: Condições de laboratório Condições de laboratório σow [N/M] 0,05 θow 0 ◦ Tabela 6.13: Condições de reservatório Condições de reservatório σow θow ρo[kg/m 3] θw[kg/m 3] Com base em dados de registro de resistividade do mesmo reservatório, o OWC foi encontrado a uma profundidade de 1530 m abaixo do nível do mar. (a) Os dados representam drenagem ou pressão capilar de embebição? Porque? SOLUÇÃO Os dados representam um processo de drenagem, pois há diminuição da fase molhante e a pressão de entrada inicia em S w= 1. (b) Qual é a saturação de água irredutível? Porque? SOLUÇÃO A saturação de água irredutível é 0,16. Pode-se notar na tabela que conforme a pressão capilar aumenta além de 1 bar, o valor de saturação de água não é afectado. (c) Converta os dados de p c das condições de laboratório para as condições do reservatório. SOLUÇÃO Primeiro, temos que converter a pressão capilar para Pa e, em seguida, usar a equação de conversão de condições de laboratório para reservatório: pc,res = pc,lab σc,rescosθres σc,labcosθlab 56
O que é onde a saturação de água?	máxima
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Tabela 6.14: Solução do problema S w[ −] p c[bar] p c[Pa] p c,res[Pa] 0,16 2,4 240.000 130.508 0,16 1,0 100.000 54.378 0,20 0,75 75.000 40.784 0,35 0,5 50.000 27.189 0,85 0,25 25.000 13.595 0,96 0,1 10.000 5.438 1,00 0,05 5.000 2.719 (d) Converta o pc da parte c para a altura acima do nível de água livre.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Tabela 6.14: Solução do problema S w[ −] p c[bar] p c[Pa] p c,res[Pa] 0,16 2,4 240.000 130.508 0,16 1,0 100.000 54.378 0,20 0,75 75.000 40.784 0,35 0,5 50.000 27.189 0,85 0,25 25.000 13.595 0,96 0,1 10.000 5.438 1,00 0,05 5.000 2.719 (d) Converta o pc da parte c para a altura acima do nível de água livre. SOLUÇÂO Usar a equação seguinte para conversão: h = pc,res (ρw − ρo) Tabela 6.15: Conversão da pressão capilar para altura acima do nível de água livre S w[ −] p c[Pa] p c,res[Pa] h[m] 0,16 240.000 130.508 38,01 0,16 100.000 54.378 15,84 0,20 75.000 40.784 11,88 0,35 50.000 27.189 7,92 0,85 25.000 13.595 3,96 0,96 10.000 5.438 1,58 1,00 5.000 2.719 0,79 (e) Com base em seus dados, qual seria a profundidade esperada do nível de água livre (FWL)? SOLUÇÃO O contacto óleo/água (OWC) está localizado a 1.530 m, onde a saturação de água é máxima. Assim, o contacto óleo-água (OWC) corresponde à pressão capilar mais baixa com Sw = 1. 2720 Pa com uma altura acima do nível de água livre de 0,79. F W L = DOW C + h = 1530 + 0, 79 = 1530, 79 m (f) Qual é a espessura da zona de transição? SOLUÇÃO A espessura da transição é: Espessura = 15, 84 − 0, 79 = 15, 05 m (g) Onde você perfuraria (criaria comunicação entre o reservatório e o poço) no reservatório para produzir óleo limpo (somente óleo)? Porque? SOLUÇÃO Devemos perfurar acima da zona de transição. Nessa profundidade, não há água livre no reserva- tório. A única água existente é a água retida nos poros e essa água é irredutível; portanto, não afecta a produção de óleo. Na zona de transição, haverá uma mistura de óleo e água produzida. 57
O que é 9) A tensão interfacial?	medida a 40 dine/cm com um ângulo de contato de 0 ◦, e a saturação irredutível de água é de 0,2
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD 3.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD 3. Um testemunho foi extraído de um reservatório produtor de óleo, com porosidade e permeabilidade de 12 % e 50 mD, respectivamente. Os dados de saturação de pressão capilar foram obtidos experimental- mente e estão relacionados através da equação 1: pc = 0, 5S−0,78 w (6.9) A tensão interfacial é medida a 40 dine/cm com um ângulo de contato de 0 ◦, e a saturação irredutível de água é de 0,2. Após medir a porosidade e permeabilidade em várias amostras, a porosidade e permeabilidade médias do reservatório foram encontradas em 16 % e 85 mD, respectivamente. Use as informações da pergunta anteriore(pergunta 2) para gerar dados representativos de pressão capilar para o reservatório. SOLUÇÃO Calcular a pressão capilar em diferentes saturações usando a Eq. 6.9 e o valor da função J usando a equação para unidades de campo seguinte: J(Sw) = 0, 21645 pc σcosθ s k ϕ Tabela 6.16: Cálculo da função J S w p c[psia] J(S w) 1,00 0,50 0,055 0,80 0,60 0,066 0,60 0,74 0,082 0,40 1,02 0,110 0,20 1,75 0,190 Usando o novo valor de porosidade e permeabilidade, encontramos uma nova relação para relacionar a pressão capilar e a função J: pc = σcosθ 0, 21645 J(Sw) r ϕ k Tabela 6.17: Cálculo da função J S w J(S w) p c[psia] 1,00 0,055 0,441 0,80 0,066 0,529 0,60 0,082 0,657 0,40 0,110 0,882 0,20 0,190 1,52 4. Um ensaio experimental de pressão capilar de ar-salmoura numa amostra de testemunho fornece os resultados ilustrados na Tabela 6.18: Tabela 6.18: Dados de saturação de água e pressão capilar Pressão capilar [kPa] 0 68,95 93,08 96,53 199,95 330,95 689,48 Saturação de água [ %] 100 100 89 79,6 42,5 34,1 28 58
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD (a) Construa o grá co da saturação de água em função da pressão capilar.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD (a) Construa o grá co da saturação de água em função da pressão capilar. SOLUÇÃO A solução do exercício está ilustrada na gura 6.13 Figura 6.13: Saturação de água em função da pressão capilar. 5. Através dos grá cos apresentados na gura 6.14: (a) (b) Figura 6.14: Figuras identi cação da molhabilidade preferencial e dos processos de embebição e drenagem. (a) Identi que como as curvas 1 e 2 na gura 6.14a estão molhadas preferencialmente. RESPOST A Na gura 6.14a, a curva 1, a água molha preferencialmente. Isto pode ser demonstrada pela interseção das duas curvas, S w > 50 %, ou seja, S w > 0,5. Ao passo que a curva 2, o óleo molha preferencialmente. Neste caso a intersecção da curva, S w < 50 %. (b) Indenti que a curva de embebição e de drenagem na gura 6.14b. RESPOST A A solução deste exercício está ilustrada na gura 6.15 59
O que é Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Figura 6.15?	In uência do processo de saturação nas curvas de permeabilidade relativa. 6. A gura 6.16 representa a variação da zona de transição com a permeabilidade. Identi que a curva com a permeabilidade alta, permeabilidade média e permeabilidade baixa. Figura 6.16: Variação da zona de transição com a permeabilidade. RESPOST A O tamanho do poro do reservatório pode muitas vezes estar relacionado aproximadamente à permea- bilidade. Podemos a rmar que os reservatórios de alta permeabilidade terão zonas de transição mais curtas do que os reservatórios de baixa permeabilidade, como ilustrado gra camente na gura 6.16. Assim sendo: Curva A: baixa permeabilidade Curva B: permeabilidade média Curva C: alta permeabilidade 60
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Figura 6.15: In uência do processo de saturação nas curvas de permeabilidade relativa.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Figura 6.15: In uência do processo de saturação nas curvas de permeabilidade relativa. 6. A gura 6.16 representa a variação da zona de transição com a permeabilidade. Identi que a curva com a permeabilidade alta, permeabilidade média e permeabilidade baixa. Figura 6.16: Variação da zona de transição com a permeabilidade. RESPOST A O tamanho do poro do reservatório pode muitas vezes estar relacionado aproximadamente à permea- bilidade. Podemos a rmar que os reservatórios de alta permeabilidade terão zonas de transição mais curtas do que os reservatórios de baixa permeabilidade, como ilustrado gra camente na gura 6.16. Assim sendo: Curva A: baixa permeabilidade Curva B: permeabilidade média Curva C: alta permeabilidade 60
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD 7.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD 7. A gura 6.17 representa a variação da zona de transição com a densidade do uido. Identi que a curva com a alta densidade do uido, com uma densidade do uido média e uma densidade baixa do uido. Figura 6.17: Variação da zona de transição com a densidade do uido. RESPOST A Se todos os outros factores permanecerem inalterados, um reservatório de óleo de baixa densidade API com um contacto óleo-água terá uma zona de transição mais longa do que um reservatório de óleo de alta densidade API, como ilustratado gra camente na gura 6.17. Neste contexto: Curva A: baixa densidade API oil-água Curva B: Alta densidade API óleo-água Curva C: Gás-água Aula-7: Contacto de hidrocarbonetos/água 1. Um poço perfurado no topo de um reservatório potencial de hidrocarboneto encontra gás seco apenas a uma profundidade de 5.800 ft (veja gura 6.18). A espessura do reservatório nesta profundidade era de 50 ft, e a temperatura do reservatório, 187 ◦F. As medições da pressão da água foram feitas em um aquífero adjacente a 6.300 ft (pressão = 2.839,2 psia) e a 6.500 ft (pressão = 2.929,2 psia). Se o reservatório continha apenas gás seco, calcule a profundidade do contacto gás / água do reservatório. Figura 6.18: Reservatório de gás seco. SOLUÇÃO 61
O que são A densidade do gás?	determinada pela seguinte equação: ρg = pM zRT = p(29 × γg) zRT onde γg = Mg Mar = Mg 29 Precisamos determinar as propriedades pseudocríticas do gás
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Sabemos que no contacto Gás/Água a pressão do gás deve ser igual à pressão da água.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Sabemos que no contacto Gás/Água a pressão do gás deve ser igual à pressão da água. Considere a equação seguinte para o gás: pg(D) = ρgg 144gc D + Cg Temos duas incógnitas na equação: massa especí ca do gás e a constante Cg. A densidade do gás é determinada pela seguinte equação: ρg = pM zRT = p(29 × γg) zRT onde γg = Mg Mar = Mg 29 Precisamos determinar as propriedades pseudocríticas do gás. Tratando-se de um gás seco, vamos usar a correlação de Standing. ou seja: ppc = 677, 0 + 15, 0γg − 37, 5γ2 g = 677, 0 + 15, 0 × 0, 87 − 37, 5 × 0, 872 = 661, 67 psia Tpc = 168, 0 + 325, 0γg − 12, 5γ2 g = 168, 0 + 325, 0 × 0, 87 − 12, 5 × 0, 872 = 441, 29 ◦R Calculando as propriedades pseudo-reduzidas, temos: ppr = p ppc = 2711 661, 67 = 4, 10 Tpr = T Tpc = (187 + 460) 441, 29 = 1, 47 usando oo grá co de Standing e Katz, o factor de compressibilidade z = 0,76. Usando a equação de estado do gás real, podemos determinar a massa especí ca do gás, ou seja: ρg = pM zRT = p(29 × γg) zRT = 2711 × 0, 87 × 29 0, 76 × 10, 73 × (187 + 460) = 12, 96 lbm/f t3 A partir de medição da pressão da fase de gás, temos a seguinte equação: pg(D) = ρgg 144gc D + Cg 2.711 = 12, 32 144 (5.800) + Cg Cg = 2.188, 85 psia Equação de gás: pg(D) = 0, 090D + 2.188, 85 62
O que é a produndidade?	determinada calculando o sistema de equação da água e do gás, ou seja: 0, 45DGW C + 4, 2 = 0, 090DGW C + 2
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Equação da água: pw(D) = ρwg 144gc D + Cw A partir das medições de água: 2839, 2 = ρwg 144gc 6.300 + Cw 2929, 2 = ρwg 144gc 6.500 + Cw Resolvendo este sistema de equação para calcular os valores da massa especí ca da água e a pressão de contacto Cw, temos: ρw = 64, 8 lbm/f t3 Cw = 4, 2 psia A equação da água: pw(D) = 0, 45D + 4, 2 No contacto de Gás/Água, a produndidade é determinada calculando o sistema de equação da água e do gás, ou seja: 0, 45DGW C + 4, 2 = 0, 090DGW C + 2.188, 85 DGW C = 6068, 9 f t 2.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Equação da água: pw(D) = ρwg 144gc D + Cw A partir das medições de água: 2839, 2 = ρwg 144gc 6.300 + Cw 2929, 2 = ρwg 144gc 6.500 + Cw Resolvendo este sistema de equação para calcular os valores da massa especí ca da água e a pressão de contacto Cw, temos: ρw = 64, 8 lbm/f t3 Cw = 4, 2 psia A equação da água: pw(D) = 0, 45D + 4, 2 No contacto de Gás/Água, a produndidade é determinada calculando o sistema de equação da água e do gás, ou seja: 0, 45DGW C + 4, 2 = 0, 090DGW C + 2.188, 85 DGW C = 6068, 9 f t 2. Suponha que nesta área, outros reservatórios foram encontrados com capa de gás ( gura 6.19). É pos- sível que tenhamos perfurado nosso poço em uma capa de gás e, em algum lugar abaixo, haja petróleo. Podemos estimar limites nas profundidades mínimas e máximas para o contacto hidrocarboneto / água se tivermos uma estimativa da massa especí ca do óleo? Figura 6.19: Reservatório com capa de gás. 63
O que é A pressão no topo da coluna de óleo?	a pressão na parte inferior da coluna de gás, ou seja: pg(5
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD  Presumimos que o reservatório estava cheio apenas de gás.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD  Presumimos que o reservatório estava cheio apenas de gás. (D gwc = 6064,8 ft)  Suponha que assumimos que uma coluna de óleo começou logo abaixo da profundidade mais profunda que registramos em nosso poço. D goc = 5850 ft  Suponha que em reservatórios próximos, óleo com massa especí ca de 0,83 foi encontrado com o gás. Suponha que também existisse óleo com propriedades semelhantes neste reservatório. SOLUÇÃO Coluna de óleo: A pressão no topo da coluna de óleo é a pressão na parte inferior da coluna de gás, ou seja: pg(5.850) = 0, 090(5.850) + 2.188, 85 = 2.715, 5 psia Equação do óleo: po(D) = ρog 144gc D + Co A pressão de óleo e gás são iguais contacto gás/óleo. A estimativa da pressão do óleo no topo da coluna é: 2.715, 5 = (0, 83 × 62, 4) 144 (5.850) + Co Co = 611, 45 psia A equação de óleo: po(D) = 0, 3597D + 611, 45 Gradiente da equação de óleo é obtido na divisão do produto de 0, 83 × 62, 4 por 144: O contacto de óleo e água Dowc é obtido através da resolução do sistema de equações de óleo e água: 0, 45Dowc + 4, 2 = 0, 3597Dowc + 611, 45 Dowc = 611, 45 − 4, 2 0, 45 − 0, 3597 = 6.725, 36 f t Esta é a profundidade mais profunda possível de hidrocarbonetos no nosso reservatório, ou seja, se adivinharmos que o topo da coluna de óleo é mais profundo, o Dowc estimado seria mais raso. 3. As seguintes medições de pressão são feitas para um reservatório de gás / óleo: 64
O que é 4 M P a que?	maior do que a pressão real do reservatório de água de 16,41 MPa
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Tabela 6.19: Medições de pressões Profundiade[m] Pressão[MPa] Fluido Massa Especí ca [kg/m 3] 2.690 15,12 Gás 410 2.720 15,33 Óleo 820 2.850 16,41 Água 1.040 (a) Calcular o nível de óleo livre (FOL) e o nível de água livre (FWL) SOLUÇÃO: Cálculo do nível de óleo livre (FOL): ZF OL = po − pg + ρggZg − ρogZo (ρg − ρo)g ZF OL = (15.33 − 15.12) × 106 + (410 × 2690 − 820 × 2720) × 9, 81 (410 − 820) × 9, 81 ZF OL = 2.697, 7 m Cálculo do nível de água livre (FOL): ZF W L = pw − po + ρogZo − ρwgZw (ρo − ρw)g ZF W L = (16, 41 − 15, 33) × 106 + (820 × 2720 − 1040 × 2850) × 9, 81 (820 − 1040) × 9, 81 ZF OL = 2.833, 6 m (b) O reservatório está com sobrepressão, pressão normal ou subpressão?	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Tabela 6.19: Medições de pressões Profundiade[m] Pressão[MPa] Fluido Massa Especí ca [kg/m 3] 2.690 15,12 Gás 410 2.720 15,33 Óleo 820 2.850 16,41 Água 1.040 (a) Calcular o nível de óleo livre (FOL) e o nível de água livre (FWL) SOLUÇÃO: Cálculo do nível de óleo livre (FOL): ZF OL = po − pg + ρggZg − ρogZo (ρg − ρo)g ZF OL = (15.33 − 15.12) × 106 + (410 × 2690 − 820 × 2720) × 9, 81 (410 − 820) × 9, 81 ZF OL = 2.697, 7 m Cálculo do nível de água livre (FOL): ZF W L = pw − po + ρogZo − ρwgZw (ρo − ρw)g ZF W L = (16, 41 − 15, 33) × 106 + (820 × 2720 − 1040 × 2850) × 9, 81 (820 − 1040) × 9, 81 ZF OL = 2.833, 6 m (b) O reservatório está com sobrepressão, pressão normal ou subpressão? SOLUÇÃO Subpressão, porque: pw = PA + ρwgh = 101.000 + 1.040 × 9, 81 × 2850 = 29, 4 M P a que é maior do que a pressão real do reservatório de água de 16,41 MPa. O reservatório está com pressão normal quando os valores teóricos e medidos são iguais. O reservatório está sob pressão quando os dados medidos são inferiores aos teóricos. Isso indica que o uxo não será tão rápido quanto o esperado. O reservatório está sob pressão quando os dados medidos são maiores do que o valor teórico. Isso indica uma taxa de uxo mais alta do que o esperado, o que pode levar a um estouro se nenhuma medida for tomada. 4. Deriva a equação para nível da zona de água livre ilustrada abaixo: ZF W L = pw − po + ρogZo − ρwgZw (ρo − ρw)g (6.10) 65
O que é óleo e água e?	feito para ilustrar como encontrar as profundidade do nível de água livre (Z F W L)
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD SOLUÇÃO Esquema ( gura 6.20) mostrando um reservatório com zonas de gás, óleo e água e é feito para ilustrar como encontrar as profundidade do nível de água livre (Z F W L).	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD SOLUÇÃO Esquema ( gura 6.20) mostrando um reservatório com zonas de gás, óleo e água e é feito para ilustrar como encontrar as profundidade do nível de água livre (Z F W L). Figura 6.20: Determinação de FWL. Encontrar a profundidade do FWL é semelhante ao ZF OL para dois pontos de dados em cada região (óleo e água); primeiro começamos de nindo a pressão do lado do óleo: pZF W L = po + ρog(ZF W L − Zo) Da mesma forma, a pressão do ZF W L do lado da água é igual a: pZF W L = pw − ρwg(Zw − ZF W L) Equacionando ambas as equações e resolvendo para ZF W L, que é a profundidade do nível de água livre, resulta: po + ρog(ZF W L − Zo) = pw − ρwg(Zw − ZF W L) ZF W L = pw − po + ρogZo − ρwgZw (ρo − ρw)g Identi car a profundidade dos níveis livres, podemos identi car a densidade dos uidos presentes no reservatório. 66
O que são 11) Sabe-se que o volume original de óleo e o volume restante de óleo?	de nidos como: N = VpSoi Boi (6
Resuma: Solução - Integração de dados e Cálculo Volumétrico de Hidrocarbonetos AULA 8 - Introdução; De nições; Métodos de Cálculo de volumes originais de hidrocarbonetos; Método volumétrico 1.	Solução - Integração de dados e Cálculo Volumétrico de Hidrocarbonetos AULA 8 - Introdução; De nições; Métodos de Cálculo de volumes originais de hidrocarbonetos; Método volumétrico 1. Provar que: So =  1 − Np N  Bo Boi (1 − Swi) (6.11) Sabe-se que o volume original de óleo e o volume restante de óleo são de nidos como: N = VpSoi Boi (6.12) e Nrestante = VpSo Bo (6.13) SOLUÇÃO O volume de óleo remanescente pode ser também de nido como: Nrestante = N − Np = VpSo Bo (6.14) Dividindo a equação 6.14 pela equação 6.12, obtém-se: N − Np N = SoBoi SoiBo (6.15) Resolvendo em ordem a So, tem-se: So =  1 − Np N  Bo Boi Soi (6.16) Como Soi = 1 − Soi, a equação 6.16 pode ser expressa como: So =  1 − Np N  Bo Boi (1 − Swi) (6.17) 2. De uma mapa de isópacas de um reservatório de óleo foram obtidas as leituras apresentadas na ta- bela 6.20. 67
O que é SOLUÇÃO Utilizando a fórmula trapezoidal o volume de rocha?	dado por: Vr = h 1 2(Ao + A60) + A10 + A20 + A30 + A40 + A50  + tm 2 A60 onde: Areal = Aleitura C = Aleitura 1, 27 t m=Máxima isópaca - 60 = 66,7 - 60 = 6,7 m e h=10 m
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Tabela 6.20: Leituras do mapa de isópacas.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Tabela 6.20: Leituras do mapa de isópacas. Os outros dados são: Constante do aparelho (C=Aleitura/Areal) = 1,27 Máxima isópaca com óleo = 66,7 % Porosidade média = 12,4 % Saturação média da água conata = 35,2 % Factor volume-formação inicial do óleo = 1,111 m 3/Sm3 Factor volume-formação do óleo na pressão de bolha = 1,117 m 3/Sm3 Razão de solubilidade inicial = 25,4 Sm 3/Sm3 Calcular o volume: (a) Total do reservatório em m 3, utilizando a fórmula trapezoidal. SOLUÇÃO Utilizando a fórmula trapezoidal o volume de rocha é dado por: Vr = h 1 2(Ao + A60) + A10 + A20 + A30 + A40 + A50  + tm 2 A60 onde: Areal = Aleitura C = Aleitura 1, 27 t m=Máxima isópaca - 60 = 66,7 - 60 = 6,7 m e h=10 m. Adoptando-se como valores médios das 3 leituras os da primeira leitura obtém-se: Vr = 10 1, 27 1 2(1710 + 123) + 1270 + 884 + 612 + 360 + 220  × 103 + 6, 7 2 × 123 × 103 1, 27 Vr = 33, 847 × 106 m3 A forma mais prática é calcular a média das três leituras em vez de assumir a primeira como média das três (b) De óleo originalmente existente no reservatório (N), em Sm 3. SOLUÇÃO O volume de óleo original é dado por: N = Vrϕ(1 − Swi) Boi = N = 33, 847 × 106 × 0, 124 × (1 − 0, 352) 1, 111 = 2, 448 × 106 m3std 68
O que é 8M M ST B (b) A reserva deste reservatório assumindo que o factor de recuperação?	23 % SOLUÇÃO Reservas = N FR = 77, 58 M M ST B× 0, 23 = 17, 84M M ST B Tabela 6
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD (c) De óleo existente no reservatório na pressão de bolha (Np), em Sm 3.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD (c) De óleo existente no reservatório na pressão de bolha (Np), em Sm 3. SOLUÇÃO Nb = Vrϕ(1 − Swi) Bob = N = 33, 847 × 106 × 0, 124 × (1 − 0, 352) 1, 117 = 2, 435 × 106 m3std (d) De óleo produzido desde a pressão original até a pressão de bolha (Npb), em Sm 3 SOLUÇÃO NP b = N − Nb = 2, 448 × 106 − 2, 435 × 106 = 0, 013 × 106 m3std (e) De gás em solução originalmente existente no reservatório (Gs), Sm 3. SOLUÇÃO Gs = N Rsi = 2, 448 × 106 × 25, 4 = 62, 179 × 106 m3std (f) De Gás produzido desde pressão incial até a pressão de bolha (Gpb), em Sm 3. SOLUÇÃO Gpb = NpbRsi = 0, 013 × 106 × 25, 4 = 0, 330 × 106 m3std 3. Com base nas informações de um reservatório de óleo fornecidas na tabela abaixo, calcule: (a) o volume de óleo originalmente existente no reservatório. SOLUÇÃO N = 7758Ahϕ(1 − Swi) Boi = N = 7758 × 1500 × 100 × 0, 1(1 − 0, 2) 1, 2 = 77, 58M M ST B (b) A reserva deste reservatório assumindo que o factor de recuperação é 23 % SOLUÇÃO Reservas = N FR = 77, 58 M M ST B× 0, 23 = 17, 84M M ST B Tabela 6.21: Dados do exercício 3 da Aula 12. AULA 9 - Métodos de cálculo volumétrico; Integração de dados e incertezas 1. Os dados abaixo são para um reservatório de óleo composto por uma única rocha bastante homogênea. O factor de volume de formação de óleo ( Bo) é 1,31 bbl / STB e a saturação de água nas zonas de óleo é de 20 % com base em registros de resistividade e dados de pressão capilar. 69
O que é a área do reservatório?	de 66
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD (a) Com base nos dados abaixo encontre o volume de óleo originalmente existente no reservatório (N) usando o método volumétrico.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD (a) Com base nos dados abaixo encontre o volume de óleo originalmente existente no reservatório (N) usando o método volumétrico. SOLUÇÃO Primeiro, devemos calcular a área. O mapa do reservatório mostra 88 quadros verdes represen- tando o reservatório, sendo a área de cada quadrado de 7.500 m 2. Assim, a área do reservatório é de 66.000 m 2 (ou 7.104.181 ft 2). Em seguida, usamos o grá co RFT para determinar o nível de água livre a 5.330 pés (ft). Isso segue que o contato óleo-água, OWC = FWL - 3 ft = 5.327 ft. Usando o OWC calculado, as zonas de óleo existem nas seguintes profundidades: Zona 1: 5.280 ft - 5.295 ft Zona 2: 5.303 ft - 5.317 ft Zona 3: 5.325 pés - 5.327 ft Logo n=3X i=1 ϕhi = 0, 2(15 + 14 + 2) = 6, 2 f t N = Ahϕ(1 − Sw) Bo = 7.104.181 × 6, 2 × (1 − 0, 2) 1, 31 × 5, 615 = 4, 79 M M ST B Observe que um factor de conversão é incluído para converter de ft 3 para barril., ou seja: 1 barril=5,615 ft 3 (b) Qual é o valor líquido a bruto (Net to Gross) para este reservatório? SOLUÇÃO N : G = 31 47 = 0, 66 i. Mapa do reservatório (área)A vista superior da área do reservatório é ilustrada na gura 6.21. Figura 6.21: Mapa do reservatório área A vista superior. ii. Altura de saturação RFT e altura acima do nível de água livre são ilustradas na gura 6.22. 70
O que é RFT (Repeat Formation Tester)?	uma ferramenta que mede a pressão hidrostática em função da profundidade na parede do poço
Resuma: Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Figura 6.22: Altura de saturação RFT e altura acima do nível de água livre.	Engenharia de Reservatórios I Geraldo Ramos, Bsc, Msc, PhD Figura 6.22: Altura de saturação RFT e altura acima do nível de água livre. iii. Mapa de Porosidade e Litologia ilustrada na gura 6.23 Figura 6.23: Mapa de Porosidade e Litologia. OBS: RFT (Repeat Formation Tester) é uma ferramenta que mede a pressão hidrostática em função da profundidade na parede do poço. 2. Investigar os 20 países com maiores reservas de óleo e gás natural no mundo. SOLUÇÃO Cada estudante é responsável de investigar e mencionar o site. Submeter antes da segunda prova parcelar via email 3. Um reservatório apresenta as seguintes características: A=3000 acres, h=30 ft, Φ = 15% , Swi=20 %, T=150 ◦F, p i=2600 psi, γg=0,75. Sabendo que a pressão de abandono é de 400 psi, Fazer o grá co do 71
O que é swi) Bg A pressão inicial?	2600 psia e a pressão de abandono é 400 psia
